Player,Nation,Pos,PosGrp,Squad,Age,League,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast_passing,xAG_passing,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP_passing,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Gls_shooting,Sh_shooting,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK_shooting,PKatt_shooting,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Alex Scott,ENG,MF,AM,Bournemouth,19,Premier League,23,11,1014,0.088757396,0.088757396,0.177514793,0.088757396,0,0,0.266272189,0,0.062130178,0.062130178,0.150887574,0.213017751,2.130177515,4.437869822,3.106508876,0.015976331,0.019526627,32.04142012,42.07100592,76.2,508.8461538,140.5029586,16.50887574,20.14792899,81.9,12.24852071,14.28994083,85.7,2.218934911,5.325443787,41.7,0.088757396,0.150887574,0.097633136,-0.062130178,1.952662722,1.952662722,1.331360947,0.177514793,4.437869822,54.31952663,2.928994083,10.65088757,26.18343195,19.26035503,2.573964497,54.31952663,3.284023669,1.153846154,35.1,1.775147929,54.1,29.28994083,192.2485207,100.2071006,2.130177515,1.863905325,0.887573964,1.50887574,0.976331361,32.04142012,3.106508876,3.905325444,2.840236686,0.443786982,0.177514793,0.177514793,0.177514793,0.088757396,0.266272189,2.130177515,1.331360947,0.710059172,0.887573964,0.532544379,1.065088757,2.485207101,42.9,1.420118343,1.24260355,0.355029586,0.887573964,1.065088757,3.195266272,1.597633136,0.177514793,0.088757396,1.331360947,0.266272189,20,0.006213018,0.029289941,2.023668639,0.177514793,0,0,0.062130178,0.062130178,0.00443787,0.026627219,0.026627219,0.266272189,0,0,1.775147929,2.218934911,0.088757396,3.195266272,1.065088757,1.331360947,0,0,0,5.591715976,1.24260355,1.952662722,38.9
Alexander Isak,SWE,FW,CF,Newcastle Utd,23,Premier League,30,27,2255,0.838137472,0.079822616,0.917960089,0.638580931,0.199556541,0.239467849,0.039911308,0,0.810199557,0.622616408,0.14767184,0.770288248,2.713968958,2.833702882,5.148558758,0.028736142,0.038314856,15.36585366,19.67627494,78.1,217.3569845,46.57649667,9.458980044,11.1751663,84.6,4.66962306,5.667405765,82.4,0.598669623,0.87804878,68.2,0.079822616,0.14767184,0.111751663,-0.067849224,1.077605322,1.11751663,0.838137472,0,2.833702882,28.93569845,0.758314856,1.835920177,11.93348115,15.44567627,5.54767184,28.73614191,2.953436807,1.676274945,56.8,1.11751663,37.8,16.80266075,121.8093126,64.37694013,2.713968958,1.237250554,1.516629712,1.955654102,0.917960089,20.39467849,5.148558758,2.873614191,1.796008869,0,0.478935698,0.43902439,0.159645233,0,0.399113082,0.199556541,0,0.079822616,0.039911308,0.079822616,0.079822616,0.319290466,25,0.239467849,0.638580931,0.039911308,0.598669623,0.239467849,0.43902439,0.518847007,0,0.838137472,2.873614191,1.436807095,50,0.008780488,0.017560976,0.578713969,0.039911308,0.199556541,0.239467849,0.810199557,0.622616408,0.008780488,0.027937916,0.015964523,0.039911308,0,0,0.558758315,0.598669623,0.678492239,0.399113082,0.239467849,0,0.039911308,0,0,1.516629712,0.399113082,1.55654102,20.4
Alexis Mac Allister,ARG,MF,DM,Liverpool,24,Premier League,33,31,2599,0.173143517,0.173143517,0.346287033,0.138514813,0.034628703,0.034628703,0.242400923,0.034628703,0.128126202,0.10042324,0.124663332,0.221623701,1.523662947,7.237399,1.662177761,0.010734898,0.008657176,59.0073105,68.11465948,86.6,919.9115044,265.2212389,30.61177376,33.58984225,91.1,22.7164294,25.00192382,90.9,3.462870335,5.575221239,62.1,0.173143517,0.124663332,0.169680646,0.048480185,1.627549057,5.609849942,1.419776837,0.069257407,7.237399,80.09619084,2.527895344,13.57445171,47.85686803,19.39207387,1.108118507,80.06156214,1.177375914,0.62331666,52.9,0.41554444,35.3,46.61023471,198.6994998,104.0938823,1.523662947,1.558291651,0.138514813,1.0388611,1.212004617,56.30627164,1.662177761,3.739899962,3.185840708,0.173143517,0.10388611,0.034628703,0.173143517,0.069257407,0.41554444,3.428241631,1.904578684,1.212004617,1.731435167,0.484801847,2.043093497,4.328587918,47.2,2.285494421,2.250865718,0.277029627,1.973836091,1.212004617,4.640246249,0.865717584,0.034628703,0.173143517,1.489034244,0.277029627,18.6,0.003116583,0.017314352,0.806848788,0.069257407,0.034628703,0.034628703,0.128126202,0.10042324,0.002424009,0.045017314,0.038091574,0.242400923,0.034628703,0,1.835321277,1.627549057,0,1.108118507,1.212004617,1.904578684,0,0,0,6.752597153,1.073489804,0.969603694,52.5
Alfie Doughty,ENG,DF,FB,Luton Town,23,Premier League,37,34,2925,0.061538462,0.246153846,0.307692308,0.061538462,0,0,0.153846154,0,0.04,0.04,0.193846154,0.233846154,2.892307692,3.261538462,5.046153846,0.009538462,0.007076923,34.49230769,51.87692308,66.5,644.8,256.1538462,15.26153846,17.56923077,86.9,13.26153846,17.56923077,75.5,5.107692308,13.10769231,39,0.246153846,0.193846154,0.166153846,0.052307692,2.153846154,2.184615385,1.323076923,0.738461538,3.261538462,61.47692308,3.138461538,16.64615385,20.46153846,25.16923077,2.338461538,61.47692308,2.061538462,1.015384615,49.3,0.738461538,35.8,27.6,169.9076923,85.96923077,2.892307692,1.6,0.861538462,1.569230769,0.4,29.78461538,5.046153846,3.538461538,1.753846154,1.446153846,0.123076923,0.184615385,0.030769231,0,0.492307692,1.938461538,1.230769231,0.892307692,0.553846154,0.492307692,1.138461538,2.523076923,45.1,1.384615385,1.569230769,0.276923077,1.292307692,0.953846154,2.892307692,1.323076923,0.123076923,0.061538462,0.8,0.246153846,30.8,0.002461538,0.007692308,0.501538462,0.061538462,0,0,0.04,0.04,0.001538462,0.021538462,0.021538462,0.153846154,0,0,0.953846154,0.276923077,0.4,10.46153846,0.953846154,1.230769231,0,0,0,5.692307692,0.707692308,0.369230769,65.7
Alisson,BRA,GK,GK,Liverpool,30,Premier League,28,28,2520,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0.178571429,0,0,0,35.17857143,40.78571429,86.3,765.2857143,469.5357143,8.5,8.535714286,99.6,21.32142857,21.67857143,98.4,5.25,10.14285714,51.8,0,0,0,0,0.035714286,0.285714286,0,0,0.178571429,42.71428571,26.92857143,40.89285714,1.857142857,0,0,42.71428571,0,0,0,0,0,30.35714286,132.6071429,84.32142857,0,0,0,0.142857143,0,27.28571429,0,0.392857143,0.357142857,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0.035714286,0,0,0,0,0,0.392857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0.035714286,0.178571429,0,0,0,0,0,0,0,1.285714286,0.214285714,0.071428571,75
Alphonse Areola,FRA,GK,GK,West Ham,30,Premier League,31,31,2699,0,0,0,0,0,0,0.033345684,0,0,0,0,0,0,0.033345684,0,0,0,18.74027418,28.91070767,64.8,593.5198222,430.7261949,2.467580585,2.534271953,97.4,8.169692479,8.203038162,99.6,8.036309744,17.93997777,44.8,0,0,0,0,0,0.266765469,0,0,0.033345684,32.54538718,27.84364579,32.3119674,0.233419785,0,0,32.54538718,0.033345684,0.033345684,100,0,0,16.60615043,105.6391256,64.85735458,0,0.033345684,0,0,0,11.50426084,0,0.066691367,0.033345684,0.033345684,0,0,0,0,0,0.033345684,0.033345684,0.033345684,0,0,0.033345684,0.100037051,33.3,0.066691367,0,0,0,0.033345684,0.066691367,0.533530937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033345684,0,0,0.066691367,0.100037051,0,0,0.033345684,0.033345684,0,0.066691367,0.033345684,0.500185254,0.333456836,0.033345684,90.9
Amadou Onana,BEL,MF,DM,Everton,21,Premier League,30,23,2091,0.086083214,0,0.086083214,0.086083214,0,0,0.215208034,0,0.086083214,0.086083214,0.116212339,0.202295552,0.903873745,4.605451937,1.678622669,0.003873745,0.008608321,37.4892396,44.59110473,84.1,627.0301291,173.8450502,19.11047346,21.47776184,89,13.42898135,15.36585366,87.4,3.658536585,4.949784792,73.9,0,0.116212339,0.06025825,-0.116212339,0.774748924,4.390243902,0.602582496,0.043041607,4.605451937,55.56671449,2.62553802,12.05164993,31.16212339,12.78335725,1.2482066,55.56671449,1.162123386,0.516499283,44.4,0.344332855,29.6,28.27833572,128.4791966,59.22525108,0.903873745,1.291248207,0.215208034,0.860832138,0.430416069,36.11190818,1.678622669,2.410329986,2.022955524,0,0.043041607,0.129124821,0.172166428,0.043041607,0.043041607,3.055954089,1.635581062,1.37733142,1.334289813,0.344332855,0.903873745,1.807747489,50,0.903873745,1.076040172,0.258249641,0.817790531,0.903873745,3.959827834,1.334289813,0,0.086083214,1.2482066,0.258249641,20.7,0.003012912,0.01420373,0.830703013,0,0,0,0.086083214,0.086083214,0.003012912,0,0,0.215208034,0,0,1.592539455,1.93687231,0.043041607,0.129124821,0.903873745,1.635581062,0,0.043041607,0,6.886657102,2.238163558,0.774748924,74.3
Amari'i Bell,JAM,DF,FB,Luton Town,29,Premier League,21,21,1720,0,0,0,0,0,0,0,0,0.015697674,0.015697674,0.026162791,0.036627907,1.674418605,3.976744186,0.523255814,0,0.002093023,33.75,43.69186047,77.2,558.8372093,233.8953488,16.95348837,19.46511628,87.1,14.12790698,16.48255814,85.7,2.302325581,5.651162791,40.7,0,0.026162791,0.020930233,-0.026162791,0.418604651,3.296511628,0.418604651,0,3.976744186,55.98837209,5.284883721,25.11627907,25.43023256,6.122093023,0.261627907,55.98837209,1.412790698,0.523255814,37,0.784883721,55.6,30.55813953,190.4651163,105.6976744,1.674418605,1.308139535,0.052325581,0.941860465,0.261627907,31.76162791,0.523255814,1.308139535,1.151162791,0,0,0,0.104651163,0.052325581,0.156976744,2.61627907,1.726744186,1.569767442,0.994186047,0.052325581,1.151162791,1.831395349,62.9,0.680232558,1.726744186,0.784883721,0.941860465,1.308139535,3.924418605,3.139534884,0.052325581,0,0.104651163,0.104651163,100,0,0,0.98372093,0,0,0,0.015697674,0.015697674,0.006802326,-0.015697674,-0.015697674,0,0,0,1.151162791,0.837209302,0,0.680232558,1.308139535,1.726744186,0,0,0,5.127906977,1.046511628,1.151162791,47.6
Ameen Al-Dakhil,BEL,DF,CB,Burnley,21,Premier League,13,12,1056,0.085227273,0,0.085227273,0.085227273,0,0,0.085227273,0,0.110795455,0.110795455,0.008522727,0.119318182,0.596590909,2.982954545,0.767045455,0.007670455,0.010227273,45.76704545,54.28977273,84.3,821.7613636,250.4829545,17.72727273,18.75,94.5,23.86363636,27.35795455,87.2,3.579545455,6.5625,54.5,0,0.008522727,0.051136364,-0.008522727,0.170454545,1.107954545,0.170454545,0,2.982954545,63.83522727,7.073863636,30.25568182,28.89204545,4.943181818,0.852272727,63.83522727,0.426136364,0.255681818,60,0.170454545,40,41.84659091,210.5965909,115.1420455,0.596590909,0.767045455,0,0.681818182,0.511363636,42.1875,0.767045455,0.681818182,0.426136364,0,0.085227273,0.170454545,0,0,0.085227273,1.022727273,0.426136364,0.340909091,0.596590909,0.085227273,0.085227273,0.852272727,10,0.767045455,1.107954545,0.511363636,0.596590909,1.022727273,2.045454545,3.238636364,0.170454545,0.085227273,0.681818182,0.255681818,37.5,0.011079545,0.028125,1.363636364,0,0,0,0.110795455,0.110795455,0.013636364,-0.025568182,-0.025568182,0.085227273,0,0,0.511363636,0.340909091,0,0.255681818,1.022727273,0.426136364,0,0.085227273,0.085227273,4.261363636,1.193181818,1.960227273,37.8
André Onana,CMR,GK,GK,Manchester Utd,27,Premier League,38,38,3420,0,0,0,0,0,0,0.131578947,0,0,0,0.002631579,0.002631579,0.026315789,0.131578947,0,0,0,29.07894737,40.02631579,72.6,713.5526316,490.6842105,7.342105263,7.368421053,99.6,14.39473684,14.71052632,97.9,7.026315789,17.39473684,40.4,0,0.002631579,0.002631579,-0.002631579,0.078947368,0.921052632,0.078947368,0,0.131578947,42.86842105,32.21052632,41.89473684,0.973684211,0,0,42.86842105,0.026315789,0.026315789,100,0,0,29.65789474,157.8157895,100.6578947,0.026315789,0,0,0.026315789,0,25.13157895,0,0.157894737,0.157894737,0,0,0,0,0,0.026315789,0.052631579,0,0.052631579,0,0,0.052631579,0.052631579,100,0,0,0,0,0,0.052631579,0.289473684,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131578947,0,0,0.026315789,0.105263158,0,0,0,0,0,0.026315789,0,1.157894737,0.368421053,0.052631579,87.5
Andre Brooks,ENG,"MF,DF",DM,Sheffield Utd,19,Premier League,20,12,938,0,0,0,0,0,0,0.095948827,0,0.038379531,0.038379531,0.009594883,0.047974414,1.151385928,1.727078891,2.1108742,0,0.004797441,18.80597015,24.9466951,75.4,282.3773987,49.02985075,10.45842217,12.56929638,83.2,7.675906183,9.307036247,82.5,0.575692964,1.823027719,31.6,0,0.009594883,0.028784648,-0.009594883,0.287846482,1.0554371,0.479744136,0,1.727078891,37.80383795,1.535181237,7.196162047,20.0533049,11.22601279,1.535181237,37.80383795,2.398720682,1.247334755,52,1.0554371,44,19.86140725,120.8955224,47.97441365,1.151385928,1.439232409,0.095948827,2.1108742,1.823027719,20.91684435,2.1108742,0.863539446,0.575692964,0,0.191897655,0.095948827,0,0,0,2.1108742,1.247334755,0.671641791,1.0554371,0.383795309,0.863539446,2.014925373,42.9,1.151385928,1.247334755,0.095948827,1.151385928,1.343283582,3.454157783,1.918976546,0,0,0.863539446,0.191897655,22.2,0,0,1.871002132,0,0,0,0.038379531,0.038379531,0.003837953,-0.038379531,-0.038379531,0.095948827,0,0,1.0554371,0.863539446,0,0.767590618,1.343283582,1.247334755,0,0,0,4.317697228,1.0554371,1.343283582,44
Andreas Pereira,BRA,MF,AM,Fulham,27,Premier League,37,34,2613,0.103329506,0.241102181,0.344431688,0.103329506,0,0,0.206659013,0,0.158438576,0.158438576,0.244546498,0.402985075,1.928817451,4.75315729,4.305396096,0.011710677,0.013777268,31.41216992,44.60390356,70.4,559.9081515,182.7210103,15.01722158,17.22158439,87.2,10.64293915,13.77726751,77.3,4.580941447,9.954075775,46,0.241102181,0.244546498,0.196326062,-0.003444317,2.893226177,3.272101033,1.171067738,0.378874856,4.75315729,52.21584386,0.688863375,5.545350172,22.80137773,24.21354765,2.204362801,52.21584386,1.41216992,0.654420207,46.3,0.757749713,53.7,28.55338691,153.6165327,69.43742824,1.928817451,1.756601607,0.447761194,1.68771527,1.41216992,34.89092997,4.305396096,4.718714122,2.755453502,1.653272101,0.103329506,0.103329506,0.103329506,0,0.516647532,0.861079219,0.413318025,0.137772675,0.413318025,0.309988519,0.378874856,1.41216992,26.8,1.033295063,0.5510907,0.068886338,0.482204363,0.137772675,0.998851894,0.413318025,0,0.103329506,1.791044776,0.5510907,30.8,0.00206659,0.006544202,0.754305396,0.241102181,0,0,0.158438576,0.158438576,0.003099885,-0.05510907,-0.05510907,0.206659013,0,0,0.757749713,0.929965557,0.103329506,7.57749713,0.137772675,0.413318025,0,0,0,3.409873708,0.447761194,1.239954076,26.5
Andrew Robertson,SCO,DF,FB,Liverpool,29,Premier League,23,18,1693,0.159480213,0.106320142,0.265800354,0.159480213,0,0,0.106320142,0,0.101004135,0.101004135,0.287064383,0.388068517,3.349084465,7.442409923,6.910809214,0.014353219,0.020732428,66.34376846,82.23862965,80.7,1132.62847,384.4004725,32.37448317,34.76668636,93.1,26.31423509,31.20496161,84.3,6.485528647,12.70525694,51,0.106320142,0.287064383,0.233904312,-0.180744241,3.295924395,6.272888364,1.382161843,0.637920851,7.442409923,91.06320142,3.561724749,20.57294743,41.94329592,29.13171884,2.923803898,91.06320142,0.903721205,0.265800354,29.4,0.637920851,70.6,52.04370939,245.7590077,140.236267,3.349084465,2.126402835,0.318960425,0.956881276,0.318960425,61.66568222,6.910809214,5.156526875,3.295924395,1.754282339,0.053160071,0,0.053160071,0,0.265800354,1.860602481,1.275841701,1.116361488,0.58476078,0.159480213,1.382161843,2.285883048,60.5,0.903721205,1.063201418,0.318960425,0.744240992,0.691080921,2.551683402,2.126402835,0,0.159480213,0.637920851,0.318960425,50,0.013290018,0.026580035,0.664500886,0,0,0,0.101004135,0.101004135,0.008505611,0.058476078,0.058476078,0.106320142,0,0,0.478440638,0.265800354,0.159480213,9.781453042,0.691080921,1.275841701,0,0,0,5.528647372,0.744240992,0.637920851,53.8
Andros Townsend,ENG,"MF,FW",WF,Luton Town,32,Premier League,27,14,1210,0.074380165,0.223140496,0.297520661,0.074380165,0,0,0.074380165,0,0.089256198,0.089256198,0.096694215,0.185950413,3.495867769,2.603305785,5.280991736,0.02231405,0.014132231,22.61157025,32.1322314,70.4,383.9504132,91.11570248,11.00826446,12.8677686,85.5,8.256198347,10.9338843,75.5,2.380165289,5.504132231,43.2,0.223140496,0.096694215,0.133884298,0.126446281,1.338842975,1.710743802,1.190082645,0.892561983,2.603305785,43.2892562,1.561983471,6.619834711,16.58677686,20.82644628,1.561983471,43.2892562,2.52892562,1.190082645,47.1,1.041322314,41.2,25.80991736,180.3719008,81.74380165,3.495867769,2.305785124,0.520661157,2.603305785,1.933884298,27.2231405,5.280991736,2.67768595,1.785123967,0.371900826,0.223140496,0.223140496,0.074380165,0,0.446280992,1.561983471,0.966942149,0.818181818,0.148760331,0.595041322,0.966942149,2.008264463,48.1,1.041322314,0.892561983,0,0.892561983,0.371900826,1.933884298,0.743801653,0,0.074380165,1.487603306,0.520661157,35,0.003719008,0.010413223,1.762809917,0.148760331,0,0,0.089256198,0.089256198,0.00446281,-0.014876033,-0.014876033,0.074380165,0,0,0.966942149,0.892561983,0.148760331,5.504132231,0.371900826,0.966942149,0,0,0,5.05785124,0,0.743801653,0
Anel Ahmedhodžić,BIH,DF,CB,Sheffield Utd,24,Premier League,31,29,2649,0.06795017,0,0.06795017,0.06795017,0,0,0.373725934,0.033975085,0.105322763,0.105322763,0.027180068,0.13590034,0.509626274,1.460928652,0.713476784,0.002378256,0.004756512,25.44733862,33.73725934,75.4,434.2015855,172.5254813,11.34767837,13.11438279,86.5,11.82332956,14.4394111,81.9,1.834654587,4.654586636,39.4,0,0.027180068,0.020385051,-0.027180068,0.237825595,1.392978482,0.101925255,0.033975085,1.460928652,45.39071348,7.780294451,25.00566251,17.22536806,3.533408834,1.121177803,45.39071348,0.713476784,0.373725934,52.4,0.305775764,42.9,20.58890147,119.8301246,66.35334088,0.509626274,0.509626274,0.101925255,0.475651189,0.373725934,23.6806342,0.713476784,0.883352208,0.781426954,0,0,0.101925255,0,0,0.033975085,2.174405436,1.223103058,1.630804077,0.475651189,0.06795017,1.019252548,1.664779162,61.2,0.645526614,1.460928652,0.883352208,0.577576444,1.155152888,3.329558324,4.654586636,0.06795017,0.06795017,0.645526614,0.169875425,26.3,0.003737259,0.013590034,0.404303511,0,0,0,0.105322763,0.105322763,0.005775764,-0.037372593,-0.037372593,0.373725934,0.033975085,0.033975085,1.155152888,0.441676104,0.06795017,0.20385051,1.155152888,1.223103058,0,0,0,3.601359003,1.766704417,1.223103058,59.1
Anthony Elanga,SWE,"FW,MF",WF,Nott'ham Forest,21,Premier League,36,25,2433,0.184956843,0.332922318,0.517879162,0.184956843,0,0,0.036991369,0,0.244143033,0.244143033,0.24784217,0.491985203,3.625154131,1.812577065,7.250308261,0.019235512,0.018125771,18.4217016,26.3378545,69.9,246.1775586,58.03945746,11.5782984,14.46362515,80.1,5.289765721,7.805178792,67.8,0.55487053,1.035758323,53.6,0.332922318,0.24784217,0.147965475,0.085080148,1.183723798,1.035758323,0.887792848,0.184956843,1.812577065,37.80517879,0.924784217,6.695437731,12.8729963,18.75462392,4.512946979,37.80517879,2.81134402,1.035758323,36.8,1.553637485,55.3,23.11960543,174.0073983,92.99630086,3.625154131,1.997533909,1.553637485,2.478421702,0.813810111,27.37361282,7.250308261,2.589395808,1.96054254,0,0.221948212,0.221948212,0.147965475,0.036991369,0.480887793,1.220715166,0.702836005,0.739827374,0.221948212,0.258939581,0.628853268,1.368680641,45.9,0.739827374,0.813810111,0.073982737,0.739827374,0.295930949,1.516646116,0.739827374,0.036991369,0.184956843,1.997533909,0.813810111,40.7,0.003329223,0.008508015,0.599260173,0,0,0,0.244143033,0.244143033,0.004438964,-0.05918619,-0.05918619,0.036991369,0,0,0.332922318,0.961775586,0.702836005,2.145499383,0.295930949,0.702836005,0,0,0,3.551171393,0.628853268,1.368680641,31.5
Anthony Gordon,ENG,FW,WF,Newcastle Utd,22,Premier League,35,34,2890,0.342560554,0.311418685,0.653979239,0.311418685,0.031141869,0.031141869,0.373702422,0.031141869,0.317647059,0.292733564,0.249134948,0.541868512,4.297577855,3.14532872,7.224913495,0.019307958,0.017750865,25.00692042,32.85467128,76.1,374.3252595,108.9965398,15.1349481,17.4083045,86.9,6.664359862,8.78200692,75.9,2.179930796,4.235294118,51.5,0.311418685,0.249134948,0.174394464,0.062283737,1.775086505,1.6816609,1.214532872,0.373702422,3.14532872,44.34602076,0.467128028,4.920415225,17.28373702,22.82698962,4.577854671,44.31487889,4.141868512,1.6816609,40.6,1.743944637,42.1,29.74048443,237.3633218,114.2283737,4.297577855,2.273356401,1.837370242,2.179930796,1.24567474,31.95155709,7.224913495,4.453287197,2.678200692,0.560553633,0.404844291,0.342560554,0.404844291,0.062283737,0.903114187,1.712802768,1.058823529,0.498269896,0.871972318,0.342560554,0.685121107,1.993079585,34.4,1.307958478,0.84083045,0,0.84083045,0.21799308,1.930795848,0.21799308,0,0.342560554,2.491349481,0.903114187,36.3,0.004048443,0.010588235,0.538754325,0.031141869,0.031141869,0.031141869,0.317647059,0.292733564,0.003737024,0.024913495,0.018685121,0.373702422,0.031141869,0.031141869,1.183391003,2.08650519,0.249134948,3.456747405,0.21799308,1.058823529,0.186851211,0,0,3.892733564,0.280276817,0.529411765,34.6
Antoine Semenyo,GHA,FW,WF,Bournemouth,23,Premier League,33,25,2105,0.342042755,0.085510689,0.427553444,0.342042755,0,0,0.256532067,0,0.196674584,0.196674584,0.136817102,0.333491686,3.805225653,2.736342043,8.038004751,0.018384798,0.014536817,19.32541568,27.66270784,69.9,296.8931116,68.28028504,10.85985748,13.85273159,78.4,6.840855107,9.149643705,74.8,1.06888361,2.095011876,51,0.085510689,0.136817102,0.098337292,-0.051306413,1.239904988,1.197149644,1.197149644,0.299287411,2.736342043,43.39667458,1.325415677,5.857482185,16.03325416,22.48931116,5.301662708,43.39667458,4.959619952,2.137767221,43.1,2.351543943,47.4,26.12351544,220.4465558,105.9049881,3.805225653,2.180522565,1.795724466,2.479809976,2.266033254,29.54394299,8.038004751,3.078384798,2.137767221,0,0.470308789,0.3847981,0.042755344,0.042755344,0.299287411,1.026128266,0.726840855,0.299287411,0.3847981,0.342042755,0.3847981,1.154394299,33.3,0.7695962,1.667458432,0.085510689,1.581947743,0.256532067,1.282660333,0.897862233,0,0.342042755,2.992874109,1.282660333,42.9,0.004703088,0.011543943,0.761045131,0,0,0,0.196674584,0.196674584,0.002992874,0.145368171,0.145368171,0.256532067,0,0,1.83847981,1.026128266,0.128266033,1.923990499,0.256532067,0.726840855,0.042755344,0,0,4.74584323,2.22327791,3.463182898,39.1
Antonee Robinson,USA,DF,FB,Fulham,25,Premier League,37,37,3265,0,0.165390505,0.165390505,0,0,0,0.165390505,0,0.019295559,0.019295559,0.115773354,0.132312404,2.728943338,3.555895865,5.34762634,0.004686064,0.003583461,41.73353752,56.618683,73.7,752.6370597,270.9647779,18.30321593,21.94180704,83.4,17.72434916,22.41041348,79.1,4.851454824,8.931087289,54.3,0.165390505,0.115773354,0.101990812,0.049617152,0.909647779,3.114854518,1.267993874,0.71669219,3.555895865,69.9050536,4.548238897,25.63552833,26.93108729,18.19295559,1.736600306,69.9050536,2.232771822,1.019908116,45.7,0.964777948,43.2,34.92496172,208.0336907,110.3705972,2.728943338,1.929555896,0.248085758,1.295558959,0.441041348,37.9295559,5.34762634,1.901990812,1.736600306,0.055130168,0.055130168,0,0.027565084,0.027565084,0.19295559,2.563552833,1.598774885,1.653905054,0.71669219,0.19295559,1.43338438,3.032159265,47.3,1.598774885,1.543644717,0.220520674,1.323124043,2.205206738,4.768759571,3.225114855,0.082695253,0,0.441041348,0.19295559,43.8,0,0,0.631240429,0,0,0,0.019295559,0.019295559,0.001102603,-0.019295559,-0.019295559,0.165390505,0,0,0.937212864,0.551301685,0.082695253,3.638591118,2.205206738,1.598774885,0,0,0.055130168,6.257274119,1.157733538,0.744257274,60.9
Antony,BRA,FW,WF,Manchester Utd,23,Premier League,29,15,1324,0.067975831,0.067975831,0.135951662,0.067975831,0,0,0.339879154,0,0.231117825,0.231117825,0.190332326,0.414652568,3.602719033,4.350453172,10.12839879,0.009516616,0.028549849,31.81268882,40.44561934,78.7,419.7507553,109.305136,20.05287009,23.65558912,84.8,8.836858006,10.40030211,85,1.087613293,2.039274924,53.3,0.067975831,0.190332326,0.129154079,-0.122356495,1.495468278,1.767371601,1.971299094,0.203927492,4.350453172,55.40030211,1.155589124,7.205438066,20.66465257,29.09365559,3.942598187,55.40030211,4.826283988,1.767371601,36.6,2.243202417,46.5,37.31873112,250.5589124,132.7567976,3.602719033,2.51510574,1.563444109,1.767371601,1.291540785,38.8141994,10.12839879,3.738670695,3.058912387,0.067975831,0.135951662,0,0.271903323,0.203927492,0.203927492,2.719033233,1.427492447,1.019637462,1.291540785,0.407854985,1.359516616,2.719033233,50,1.359516616,1.971299094,0.067975831,1.903323263,0.81570997,3.534743202,0.611782477,0,0.067975831,2.922960725,1.019637462,34.9,0.001359517,0.004758308,1.284743202,0,0,0,0.231117825,0.231117825,0.005438066,-0.163141994,-0.163141994,0.339879154,0,0,1.291540785,2.175226586,0.135951662,1.087613293,0.81570997,1.427492447,0.067975831,0.067975831,0,6.525679758,0.135951662,1.427492447,8.7
